,Unnamed: 0,Unnamed: 0.1,retro_game_id,year,month,day,st_fl,regseason_fl,playoff_fl,game_type,game_type_des,local_game_time,game_id,home_team_id,away_team_id,home_team_lg,away_team_lg,interleague_fl,park_id,park_name,park_location,inning_number,bat_home_id,outs_ct,pit_mlbid,pit_first_name,pit_last_name,pit_box_name,pit_hand_cd,bat_mlbid,bat_first_name,bat_last_name,bat_box_name,bat_hand_cd,ab_number,start_bases,end_bases,event_outs_ct,pa_ball_ct,pa_strike_ct,pitch_seq,pa_terminal_fl,pa_event_cd,pitch_res,pitch_des,pitch_id,x,y,start_speed,end_speed,sz_top,sz_bot,pfx_x,pfx_z,px,pz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,break_y,break_angle,break_length,pitch_type,pitch_type_seq,type_confidence,zone,spin_dir,spin_rate,sv_id
813,534073,2352,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,0,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,1,___,___,0,0,0,B,F,23,B,Ball,3,87.88,220.07,90.8,82.9,3.32,1.5,-2.32,14.43,0.764,0.693,-2.155,50.0,5.474,8.389,-132.485,-11.171,-4.079,30.805,-6.7,23.7,13.3,2.2,FF,FF,0.9009999999999999,14.0,189.095,2825.0759999999996,160817_191724
814,534074,2353,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,0,506433,Yu,Darvish,Darvish,R,424825,Coco,Crisp,Crisp,L,1,___,___,0,1,0,BX,T,23,X,"In play, run(s)",4,121.23,146.9,89.9,83.2,3.32,1.5,-4.26,11.6,-0.111,3.403,-2.21,50.0,5.644,6.916,-131.643,-3.623,-7.526,25.923000000000002,-11.585,23.8,26.7,3.2,FF,FF|FF,0.904,11.0,200.078,2415.865,160817_191740
815,534075,2354,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,0,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,2,___,___,1,0,0,S,F,3,S,Called Strike,9,96.15,177.06,91.3,84.1,3.45,1.64,-1.82,11.23,0.547,2.286,-2.253,50.0,5.586,8.005,-133.549,-6.459,-3.285,28.837,-11.822000000000001,23.8,6.9,3.0,FF,FF,0.903,6.0,189.167,2239.513,160817_191828
816,534076,2355,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,0,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,2,___,___,1,0,1,SB,F,3,B,Ball,10,205.89,151.95,90.2,83.0,3.44,1.53,-8.35,8.23,-2.332,3.216,-2.34,50.0,5.7379999999999995,2.8480000000000003,-132.219,-3.214,-14.754000000000001,28.581999999999997,-17.549,23.8,37.8,5.3,FT,FF|FT,0.897,11.0,225.25099999999998,2279.474,160817_191846
817,534077,2356,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,0,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,2,___,___,1,1,1,SBB,F,3,B,Ball,11,107.39,146.17,78.4,71.6,3.36,1.39,8.73,-2.43,0.252,3.43,-2.489,50.0,5.789,3.6239999999999997,-114.931,2.529,11.458,25.127,-35.286,23.7,-19.3,11.4,SL,FF|FT|SL,0.894,12.0,74.805,1498.749,160817_191908
818,534078,2357,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,0,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,2,___,___,1,2,1,SBBB,F,3,B,Ball,12,141.81,219.83,78.0,71.7,3.42,1.64,11.72,-3.49,-0.6509999999999999,0.7020000000000001,-2.5540000000000003,50.0,5.51,0.863,-114.40799999999999,-2.582,15.203,25.29300000000001,-36.626999999999995,23.8,-22.4,12.6,SL,FF|FT|SL|SL,0.903,13.0,73.67399999999998,2008.854,160817_191930
819,534079,2358,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,0,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,2,___,___,1,3,1,SBBBS,F,3,S,Called Strike,13,102.78,195.34,92.4,85.8,3.57,1.64,-0.87,11.47,0.373,1.609,-2.335,50.0,5.33,7.548999999999999,-135.031,-7.9579999999999975,-1.626,26.74,-10.727,23.8,0.9,2.7,FF,FF|FT|SL|SL|FF,0.9009999999999999,14.0,184.334,2310.893,160817_191957
820,534080,2359,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,0,506433,Yu,Darvish,Darvish,R,502143,Danny,Valencia,Valencia,R,2,___,___,1,3,2,SBBBSS,T,3,S,Called Strike,14,95.96,193.2,94.1,86.6,3.47,1.64,-0.55,11.97,0.552,1.6880000000000002,-2.248,50.0,5.2970000000000015,7.7920000000000025,-137.496,-8.109,-1.045,30.389,-9.169,23.8,-3.3,2.3,FF,FF|FT|SL|SL|FF|FF,0.8959999999999999,9.0,182.59900000000002,2429.864,160817_192027
821,534081,2360,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,1,506433,Yu,Darvish,Darvish,R,519390,Stephen,Vogt,Vogt,L,3,___,___,2,0,0,B,F,2,B,Ball,18,122.26,248.31,71.4,66.6,3.34,1.49,6.43,-8.15,-0.138,-0.353,-2.215,50.0,5.678999999999999,2.555,-104.656,-2.405,7.026,20.033,-41.005,23.9,-10.0,15.6,CU,CU,0.885,13.0,38.505,1564.371,160817_192115
822,534082,2361,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,1,506433,Yu,Darvish,Darvish,R,519390,Stephen,Vogt,Vogt,L,3,___,___,2,1,0,BS,F,2,S,Foul,19,96.49,186.97,92.3,86.0,3.34,1.49,-2.97,11.87,0.5379999999999999,1.919,-2.365,50.0,5.353,8.812999999999997,-134.891,-7.349,-5.557,25.38,-9.918,23.9,19.3,2.6,FF,CU|FF,0.904,9.0,194.018,2467.1679999999997,160817_192135
823,534083,2362,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,1,506433,Yu,Darvish,Darvish,R,519390,Stephen,Vogt,Vogt,L,3,___,___,2,1,1,BSX,T,2,X,"In play, out(s)",20,120.77,173.39,78.2,72.5,3.34,1.49,11.05,-3.72,-0.099,2.4219999999999997,-2.542,50.0,5.702999999999999,2.282,-114.714,0.782,14.639000000000001,22.307,-37.033,23.8,-22.1,12.2,SL,CU|FF|SL,0.905,5.0,71.637,1950.7079999999999,160817_192205
824,534084,2363,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,2,506433,Yu,Darvish,Darvish,R,501981,Khris,Davis,"Davis, K",R,4,___,1__,2,0,0,B,F,14,B,Ball,24,147.53,206.49,93.5,87.6,3.57,1.61,-7.43,6.39,-0.8009999999999999,1.196,-2.291,50.0,5.584,6.684,-136.687,-8.29,-14.317,25.063000000000002,-19.785,23.9,31.8,5.2,FT,FT,0.898,13.0,229.128,2009.545,160817_192251
825,534085,2364,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,2,506433,Yu,Darvish,Darvish,R,501981,Khris,Davis,"Davis, K",R,4,___,1__,2,1,0,BS,F,14,S,Foul,25,152.07,187.16,93.7,86.8,3.57,1.61,-9.01,7.0,-0.92,1.912,-2.38,50.0,5.471,7.143,-137.154,-6.218999999999999,-17.259,28.655,-18.682000000000002,23.8,38.4,5.4,FT,FT|FT,0.898,13.0,231.983,2317.2470000000008,160817_192313
826,534086,2365,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,2,506433,Yu,Darvish,Darvish,R,501981,Khris,Davis,"Davis, K",R,4,___,1__,2,1,1,BSB,F,14,B,Ball,26,143.57,211.62,92.6,86.2,3.57,1.61,-7.26,9.81,-0.6970000000000001,1.006,-2.27,50.0,5.461,6.761,-135.321,-9.42,-13.626,25.975,-13.677,23.9,38.7,4.3,FT,FT|FT|FT,0.9009999999999999,13.0,216.37599999999998,2463.0570000000002,160817_192344
827,534087,2366,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,2,506433,Yu,Darvish,Darvish,R,501981,Khris,Davis,"Davis, K",R,4,___,1__,2,2,1,BSBB,F,14,B,Ball,27,151.0,133.67,93.0,86.1,3.45,1.61,-1.1,8.96,-0.892,3.8930000000000002,-2.475,50.0,5.5429999999999975,4.654,-136.238,-1.649,-2.076,27.733,-15.125,23.8,4.2,3.3,FF,FT|FT|FT|FF,0.9,11.0,186.94099999999997,1828.9379999999999,160817_192405
828,534088,2367,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,2,506433,Yu,Darvish,Darvish,R,501981,Khris,Davis,"Davis, K",R,4,___,1__,2,3,1,BSBBS,F,14,S,Foul,28,109.61,162.53,93.1,86.3,3.57,1.61,-2.15,10.59,0.19399999999999998,2.824,-2.371,50.0,5.385,7.6789999999999985,-136.24,-4.689,-4.073,27.342,-12.019,23.8,11.2,2.8,FF,FT|FT|FT|FF|FF,0.902,5.0,191.423,2189.636,160817_192427
829,534089,2368,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,2,506433,Yu,Darvish,Darvish,R,501981,Khris,Davis,"Davis, K",R,4,___,1__,2,3,2,BSBBSB,T,14,B,Ball,29,172.8,171.42,94.3,86.7,3.58,1.61,-3.53,11.61,-1.464,2.495,-2.553,50.0,5.309,4.218,-138.166,-5.895,-6.807,31.178,-9.679,23.8,28.1,2.6,FF,FT|FT|FT|FF|FF|FF,0.902,13.0,196.834,2467.813,160817_192500
830,534090,2369,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,2,506433,Yu,Darvish,Darvish,R,475174,Yonder,Alonso,Alonso,L,5,1__,___,3,0,0,B,F,2,B,Ball,33,80.18,174.57,92.1,84.4,3.26,1.47,-1.69,11.3,0.966,2.378,-2.147,50.0,5.43,8.839,-134.65200000000002,-5.938,-3.089,30.563000000000002,-11.463,23.8,5.1,2.9,FF,FF,0.9,12.0,188.481,2256.15,160817_192538
831,534091,2370,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,2,506433,Yu,Darvish,Darvish,R,475174,Yonder,Alonso,Alonso,L,5,1__,___,3,1,0,BS,F,2,S,Foul,34,111.74,163.26,92.1,84.6,3.33,1.47,-1.65,12.94,0.138,2.7969999999999997,-2.513,50.0,5.3839999999999995,7.6179999999999986,-134.743,-5.312,-3.031,29.541999999999998,-8.334,23.8,8.3,2.1,FF,FF|FF,0.898,2.0,187.24400000000003,2587.5229999999997,160817_192603
832,534092,2371,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",1,0,2,506433,Yu,Darvish,Darvish,R,475174,Yonder,Alonso,Alonso,L,5,1__,___,3,1,1,BSX,T,2,X,"In play, out(s)",35,121.96,157.13,93.1,86.2,3.33,1.47,-3.95,10.89,-0.13,3.0239999999999996,-2.354,50.0,5.475,7.39,-136.245,-4.498,-7.481,27.491,-11.446,23.8,26.0,2.9,FF,FF|FF|FF,0.912,2.0,199.84400000000002,2346.5389999999998,160817_192642
833,534113,2392,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",2,0,0,506433,Yu,Darvish,Darvish,R,543760,Marcus,Semien,Semien,R,10,___,___,1,0,0,S,F,2,S,Foul,78,136.02,173.09,89.2,82.0,3.46,1.61,-1.19,13.45,-0.499,2.4330000000000003,-2.327,50.0,5.77,5.1080000000000005,-130.532,-6.867000000000001,-2.048,27.697,-8.908999999999997,23.8,5.5,2.4,FF,FF,0.9159999999999999,4.0,185.02900000000002,2595.76,160817_194048
834,534114,2393,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",2,0,0,506433,Yu,Darvish,Darvish,R,543760,Marcus,Semien,Semien,R,10,___,___,1,0,1,SX,T,2,X,"In play, out(s)",79,116.92,158.02,76.8,70.8,3.46,1.61,7.76,-4.02,0.002,2.991,-2.396,50.0,6.022,3.08,-112.52600000000001,1.7,9.849,22.256999999999998,-37.201,23.8,-15.7,12.3,SL,FF|SL,0.8340000000000001,2.0,62.958999999999996,1425.6589999999999,160817_194118
835,534115,2394,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",2,0,1,506433,Yu,Darvish,Darvish,R,592387,Ryon,Healy,"Healy, R",R,11,___,1__,1,0,0,B,F,20,B,Ball,83,140.25,200.47,90.9,83.5,3.37,1.46,-4.04,12.67,-0.61,1.419,-2.237,50.0,5.6560000000000015,5.638999999999999,-132.80700000000002,-9.289,-7.21,28.81,-9.5,23.8,27.7,3.0,FF,FF,0.898,13.0,197.638,2599.116,160817_194204
836,534116,2395,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",2,0,1,506433,Yu,Darvish,Darvish,R,592387,Ryon,Healy,"Healy, R",R,11,___,1__,1,1,0,BS,F,20,S,Called Strike,84,133.73,182.51,78.4,72.9,3.4,1.46,7.63,-2.88,-0.439,2.084,-2.456,50.0,5.852,2.326,-114.92299999999999,-0.616,10.187000000000001,21.673000000000002,-35.94300000000001,23.8,-16.3,11.4,SL,FF|SL,0.87,7.0,69.696,1371.1979999999999,160817_194221
837,534117,2396,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",2,0,1,506433,Yu,Darvish,Darvish,R,592387,Ryon,Healy,"Healy, R",R,11,___,1__,1,1,1,BSS,F,20,S,Swinging Strike,85,78.96,191.94,80.6,75.3,3.51,1.63,9.34,-1.74,0.998,1.735,-2.376,50.0,5.7079999999999975,5.041,-118.04899999999999,-1.857,13.199000000000002,22.081,-34.563,23.9,-21.8,10.8,SL,FF|SL|SL,0.902,14.0,79.74,1648.469,160817_194241
838,534118,2397,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",2,0,1,506433,Yu,Darvish,Darvish,R,592387,Ryon,Healy,"Healy, R",R,11,___,1__,1,1,2,BSSB,F,20,B,Ball,86,105.72,225.82,95.7,88.5,3.43,1.53,-6.62,15.3,0.29600000000000004,0.48,-2.121,50.0,5.412000000000001,9.055,-139.438,-13.315999999999999,-13.142000000000001,28.851999999999997,-1.7209999999999999,23.8,68.5,2.5,FT,FF|SL|SL|FT,0.9079999999999999,14.0,203.34099999999998,3450.934,160817_194306
839,534119,2398,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",2,0,1,506433,Yu,Darvish,Darvish,R,592387,Ryon,Healy,"Healy, R",R,11,___,1__,1,2,2,BSSBX,T,20,X,"In play, no out",87,124.51,164.1,79.0,72.9,3.51,1.63,9.53,-5.18,-0.19699999999999998,2.766,-2.575,50.0,5.795,2.5989999999999998,-115.868,1.6780000000000002,12.822000000000001,23.831999999999997,-39.069,23.8,-18.9,12.4,SL,FF|SL|SL|FT|SL,0.9059999999999999,5.0,61.73,1822.846,160817_194336
840,534120,2399,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",2,0,1,506433,Yu,Darvish,Darvish,R,519295,Jake,Smolinski,Smolinski,R,12,1__,___,3,0,0,S,F,2,S,Foul,91,135.94,171.96,91.7,85.9,3.47,1.54,-7.93,7.6,-0.4970000000000001,2.475,-2.197,50.0,5.609,7.303,-134.235,-5.015,-14.754000000000001,23.612,-17.949,23.9,35.7,5.0,FT,FT,0.898,4.0,226.045,2215.018,160817_194420
841,534121,2400,TEX201608170,2016,8,17,F,T,F,R,Regular Season,19:05,448674,tex,oak,AL,AL,F,13,Globe Life Park in Arlington,"Arlington, TX",2,0,1,506433,Yu,Darvish,Darvish,R,519295,Jake,Smolinski,Smolinski,R,12,1__,___,3,0,1,SX,T,2,X,"In play, out(s)",92,123.75,204.6,92.0,85.5,3.47,1.54,-7.4,9.21,-0.177,1.266,-2.194,50.0,5.4460000000000015,7.944,-134.514,-8.322000000000001,-13.686,26.469,-15.05,23.8,36.2,4.5,FT,FT|FT,0.9,13.0,218.632,2364.278,160817_194457
